"id","num_scars","num_tattoos","num_other_marks"
"M06056",0,0,1
"M06057",1,2,0
"M06060",0,5,0
"M06069",0,0,1
"M06077",0,5,0
"M06080",0,0,1
"M06081",0,2,0
"M06086",1,1,0
"M06088",0,4,0
"M06090",0,3,0
"M06106",0,3,0
"M06107",0,0,1
"M06111",0,2,0
"M06116",0,5,0
"M06118",0,0,1
"M06124",0,3,0
"M06126",0,3,0
"M06133",0,0,1
"M06139",0,0,1
"M06143",0,0,1
"M06149",0,0,1
"M06150",0,3,0
"M06154",1,1,0
"M06160",0,0,1
"M06161",0,0,1
"M06163",0,0,1
"M06168",0,3,0
"M06172",0,4,0
"M06183",1,1,0
"M06196",0,5,0
"M06209",0,5,0
"M06215",0,3,0
"M06225",0,3,0
"M06227",0,5,0
"M06229",0,5,0
"M06248",0,0,1
"M06252",0,2,0
"M06259",0,0,1
"M06265",2,3,0
"M06266",1,4,0
"M06268",0,5,0
"M06269",0,1,0
"M06277",3,1,0
"M06278",0,3,0
"M06280",0,1,0
"M06281",0,2,0
"M06282",0,3,0
"M06288",0,1,0
"M06290",0,4,0
"M06294",0,5,0
"M06298",0,1,0
"M06300",1,4,0
"M06305",0,2,0
"M06308",0,0,1
"M06311",1,4,0
"M06312",0,1,0
"M06328",0,2,0
"M06329",0,5,0
"M06345",0,4,0
"M06349",0,2,0
"M06358",0,0,1
"M06359",0,1,0
"M06361",1,2,0
"M06372",0,2,0
"M06384",0,4,0
"M06387",0,1,0
"M06389",2,1,0
"M06390",0,4,0
"M06394",0,3,0
"M06400",0,3,0
"M06403",0,4,0
"M06408",0,3,0
"M06410",1,2,0
"M06411",1,4,0
"M06414",0,3,0
"M06417",1,2,0
"M06425",0,0,1
"M06429",0,2,0
"M06439",0,0,1
"M06442",0,0,1
"M06447",0,2,0
"M06449",0,3,0
"M06450",0,4,0
"M06451",0,0,1
"M06452",0,5,0
"M06464",0,5,0
"M06465",0,4,0
"M06467",0,5,0
"M06471",0,4,0
"M06472",1,2,0
"M06483",0,2,0
"M06485",0,1,0
"M06487",0,3,0
"M06504",0,0,1
"M06506",0,2,0
"M06524",0,0,1
"M06525",0,0,1
"M06526",0,1,0
"M06533",0,0,1
"M06534",0,4,0
"M06537",0,0,1
"M06553",0,0,1
"M06557",0,2,0
"M06565",0,4,0
"M06574",0,5,0
"M06580",0,3,0
"M06587",0,5,0
"M06588",0,4,0
"M06590",0,1,0
"M06593",0,0,1
"M06598",0,5,0
"M06600",1,3,0
"M06602",0,0,1
"M06603",0,3,0
"M06604",0,0,1
"M06607",1,4,0
"M06623",0,5,0
"M06627",0,4,0
"M06631",0,5,0
"M06637",0,1,0
"M06641",0,0,1
"M06662",0,0,1
"M06665",0,4,0
"M06669",0,4,0
"M06673",1,0,0
"M06677",0,1,0
"M06681",0,2,0
"M06682",0,3,0
"M06689",1,0,0
"M06701",0,0,1
"M06706",0,4,0
"M06708",0,0,1
"M06711",0,5,0
"M06713",0,5,0
"M06723",0,0,1
"M06724",0,4,0
"M06727",0,1,0
"M06729",0,5,0
"M06730",0,4,0
"M06731",0,5,0
"M06735",0,5,0
"M06741",1,3,0
"M06743",0,5,0
"M06757",0,1,0
"M06771",0,2,0
"M06773",0,0,1
"M06777",0,1,0
"M06790",0,2,0
"M06800",0,1,0
"M06804",0,5,0
"M06809",0,0,1
"M06814",0,2,1
"M06817",0,5,0
"M06820",0,1,0
"M06822",0,5,0
"M06832",0,2,0
"M06833",1,4,0
"M06834",1,2,0
"M06840",1,1,0
"M06843",0,0,1
"M06847",0,0,1
"M06859",0,2,0
"M06861",0,0,1
"M06863",1,3,0
"M06864",0,0,1
"M06865",0,0,1
"M06866",0,5,0
"M06867",0,5,0
"M06870",0,3,0
"M06887",0,4,0
"M06889",0,5,0
"M06891",0,4,0
"M06907",0,0,1
"M06910",0,0,1
"M06916",0,0,1
"M06921",0,4,0
"M06931",0,3,0
"M06940",2,0,0
"M06943",1,2,0
"M06946",0,3,0
"M06952",0,0,1
"M06959",0,0,1
"M06960",0,0,1
"M06962",0,0,1
"M06969",1,0,0
"M06972",0,2,1
"M06983",0,4,0
"M06989",0,0,1
"M06992",0,5,0
"M06995",0,2,0
"M07000",0,5,0
"M07014",1,0,0
"M07021",0,5,0
"M07022",2,2,0
"M07028",0,1,0
"M07030",0,5,0
"M07034",0,4,0
"M07038",0,5,0
"M07039",0,4,0
"M07040",0,0,1
"M07041",0,3,0
"M07045",0,2,0
"M07046",0,2,0
"M07048",0,0,1
"M07050",0,5,0
"M07053",0,3,0
"M07054",0,5,0
"M07058",0,4,0
"M07068",0,3,0
"M07074",0,3,0
"M07078",0,1,0
"M07082",2,2,0
"M07085",0,4,0
"M07095",0,2,0
"M07097",0,4,0
"M07101",0,3,0
"M07102",0,5,0
"M07104",0,3,0
"M07108",1,2,0
"M07110",0,5,0
"M07111",0,0,1
"M07112",0,1,0
"M07113",0,0,1
"M07114",0,4,0
"M07115",0,2,0
"M07119",0,2,0
"M07120",0,2,0
"M07123",1,0,0
"M07126",0,0,1
"M07128",0,0,1
"M07135",1,2,0
"M07141",0,5,0
"M07149",0,5,0
"M07163",0,4,0
"M07164",0,5,0
"M07166",0,3,0
"M07173",0,4,0
"M07176",0,5,0
"M07181",0,5,0
"M07184",0,5,0
"M07189",0,2,0
"M07191",0,0,1
"M07199",1,1,0
"M07201",0,1,0
"M07203",1,2,0
"M07204",0,5,0
"M07209",0,5,0
"M07212",0,0,1
"M07213",0,5,0
"M07214",0,5,0
"M07215",0,2,0
"M07216",0,4,0
"M07217",0,1,0
"M07235",0,0,1
"M07285",0,0,1
"M07289",0,0,1
"M07290",0,2,0
"M07291",0,4,0
"M07292",0,5,0
"M07293",0,4,0
"M07295",1,3,0
"M07299",0,3,0
"M07302",0,3,0
"M07307",0,5,0
"M07312",0,4,0
"M07331",0,5,0
"M07340",0,4,0
"M07349",1,1,0
"M07356",0,0,1
"M07360",0,5,0
"M07361",0,5,0
"M07362",0,4,0
"M07363",0,2,0
"M07377",0,4,0
"M07387",0,0,1
"M07391",0,2,0
"M07397",0,3,0
"M07408",0,1,0
"M07414",0,1,0
"M07415",0,4,0
"M07421",0,0,1
"M07422",0,5,0
"M07437",0,4,0
"M07447",0,5,0
"M07455",2,0,0
"M07460",0,0,1
"M07462",0,5,0
"M07476",0,5,0
"M07477",0,5,0
"M07486",0,5,0
"M07488",0,3,0
"M07492",1,4,0
"M07496",0,2,0
"M07500",0,0,1
"M07501",0,5,0
"M07502",0,5,0
"M07506",1,4,0
"M07507",0,0,1
"M07509",0,0,1
"M07510",0,4,0
"M07512",0,0,1
"M07513",0,2,0
"M07514",0,0,1
"M07515",0,5,0
"M07519",1,1,0
"M07523",0,5,0
"M07534",0,0,1
"M07544",0,4,0
"M07556",0,4,0
"M07562",0,0,1
"M07564",0,0,1
"M07572",0,0,1
"M07576",0,0,1
"M07580",0,4,0
"M07595",0,0,1
"M07598",0,4,0
"M07608",0,0,1
"M07610",1,0,0
"M07611",0,5,0
"M07615",0,3,1
"M07625",0,0,1
"M07631",0,0,1
"M07648",0,0,1
"M07652",0,2,0
"M07661",0,0,1
"M07669",0,3,0
"M07670",0,5,0
"M07685",0,5,0
"M07704",0,2,0
"M07707",0,4,0
"M07716",2,0,0
"M07717",0,4,0
"M07719",0,1,0
"M07727",0,5,0
"M07730",0,1,0
"M07732",0,0,1
"M07737",0,5,0
"M07738",0,5,0
"M07739",0,1,0
"M07744",0,5,0
"M07749",0,0,1
"M07760",0,5,0
"M07764",1,0,0
"M07769",0,3,0
"M07770",0,1,0
"M07771",0,1,0
"M07773",0,0,1
"M07776",0,0,1
"M07780",0,3,0
"M07781",0,5,0
"M07789",0,0,1
"M07793",0,0,1
"M07797",0,3,0
"M07801",0,5,0
"M07805",0,0,1
"M07806",0,3,0
"M07808",0,1,0
"M07835",0,1,0
"M07836",0,0,1
"M07838",0,2,0
"M07841",0,0,1
"M07878",0,1,0
"M07889",0,0,1
"M07892",0,1,0
"M07893",0,0,1
"M07901",0,0,1
"M07902",0,3,0
"M07904",0,0,1
"M07905",0,5,0
"M07911",0,5,0
"M07923",0,0,1
"M07924",0,2,0
"M07938",0,1,0
"M07940",0,5,0
"M07941",1,0,0
"M07948",0,0,1
"M07955",0,1,0
"M07964",0,5,0
"M07970",0,0,1
"M07974",0,0,1
"M07976",0,3,0
"M07986",0,3,0
"M07989",0,1,0
"M07995",0,1,0
"M07996",0,3,0
"M07997",0,5,0
"M07998",0,2,0
"M07999",0,4,0
"M08014",0,1,0
"M08021",0,5,0
"M08027",0,4,0
"M08030",0,0,1
"M08033",0,1,0
"M08041",0,5,0
"M08045",0,2,0
"M08046",0,3,0
"M08062",0,5,0
"M08066",0,0,1
"M08085",0,4,0
"M08097",0,4,0
"M08098",0,5,0
"M08102",1,4,0
"M08103",0,0,1
"M08104",0,1,0
"M08109",0,0,1
"M08112",0,0,1
"M08123",0,0,1
"M08137",0,5,0
"M08139",1,4,0
"M08151",0,0,1
"M08152",1,3,1
"M08155",0,1,0
"M08156",0,0,1
"M08169",0,1,0
"M08170",0,1,0
"M08186",0,1,0
"M08187",0,0,1
"M08213",0,4,0
"M08240",1,1,0
"M08246",0,2,0
"M08252",1,2,0
"M08258",0,3,0
"M08265",0,4,0
"M08269",1,2,0
"M08275",0,0,1
"M08277",0,4,0
"M08279",0,1,0
"M08288",0,0,1
"M08297",0,5,0
"M08306",0,4,0
"M08307",0,4,0
"M08315",0,2,0
"M08319",0,0,1
"M08321",0,0,1
"M08323",1,2,0
"M08346",0,4,0
"M08350",0,0,1
"M08361",0,5,0
"M08362",0,0,1
"M08363",0,1,0
"M08364",0,0,1
"M08365",0,5,0
"M08367",0,0,1
"M08379",0,0,1
"M08391",0,5,0
"M08404",0,0,1
"M08405",0,3,0
"M08407",0,3,0
"M08418",0,4,0
"M08420",0,5,0
"M08421",0,5,0
"M08427",0,2,0
"M08433",0,0,1
"M08434",0,1,0
"M08447",0,0,1
"M08450",0,5,0
"M08451",0,5,0
"M08452",0,0,1
"M08457",0,4,0
"M08460",0,1,0
"M08463",0,4,0
"M08466",0,0,1
"M08470",0,0,1
"M08478",0,0,1
"M08479",0,0,1
"M08480",0,4,0
"M08481",0,0,1
"M08487",0,0,1
"M08489",0,3,0
"M08497",0,2,0
"M08502",0,1,0
"M08508",0,4,0
"M08514",0,1,0
"M08520",0,0,1
"M08524",0,3,0
"M08525",0,1,0
"M08529",0,0,1
"M08534",0,0,1
"M08538",0,0,1
"M08548",0,1,0
"M08551",0,5,0
"M08554",0,1,1
"M08570",0,5,0
"M08576",0,3,0
"M08578",0,2,0
"M08582",0,2,0
"M08587",0,0,1
"M08589",0,0,1
"M08594",0,5,0
"M08600",0,5,0
"M08601",0,1,0
"M08603",0,2,0
"M08615",0,0,1
"M08629",0,0,1
"M08632",0,5,0
"M08641",0,5,0
"M08648",0,3,0
"M08651",0,0,1
"M08653",0,5,0
"M08666",0,0,1
"M08673",0,5,0
"M08674",0,0,1
"M08677",0,2,0
"M08688",1,4,0
"M08691",0,0,1
"M08694",0,5,0
"M08695",0,5,0
"M08698",0,3,0
"M08699",0,0,1
"M08706",0,5,0
"M08713",0,0,1
"M08723",1,2,1
"M08725",0,0,1
"M08739",0,3,0
"M08743",0,0,1
"M08753",0,4,0
"M08757",0,1,0
"M08765",0,5,0
"M08770",0,4,0
"M08773",0,2,0
"M08788",1,0,0
"M08793",0,5,0
"M08794",0,5,0
"M08795",0,0,1
"M08797",0,4,0
"M08798",0,5,0
"M08801",1,1,0
"M08820",1,1,0
"M08823",0,2,0
"M08830",0,1,0
"M08833",0,1,0
"M08834",0,0,1
"M08838",1,0,0
"M08840",0,5,0
"M08848",0,3,0
"M08861",0,5,0
"M08862",0,1,2
"M08870",0,0,1
"M08871",0,5,0
"M08875",0,3,0
"M08877",0,0,1
"M08878",0,0,1
"M08879",0,3,0
"M08880",0,5,0
"M08881",0,0,1
"M08918",0,3,0
"M08919",0,5,0
"M08935",0,5,0
"M08937",0,0,1
"M08943",0,5,0
"M08944",0,5,0
"M08946",0,5,0
"M08960",0,0,1
"M08975",0,0,1
"M08976",0,5,0
"M08987",1,2,0
"M08993",0,3,0
"M08994",0,4,0
"M08996",0,5,0
"M08998",0,3,0
"M08999",1,4,0
"M09001",0,4,0
"M09010",0,0,1
"M09011",0,4,0
"M09013",0,0,1
"M09015",0,2,0
"M09019",0,2,0
"M09022",0,3,0
"M09032",1,0,0
"M09035",0,1,0
"M09039",0,1,0
"M09042",0,5,0
"M09048",0,0,1
"M09050",0,0,1
"M09054",0,2,0
"M09059",0,5,0
"M09061",0,0,1
"M09067",0,5,0
"M09071",0,1,0
"M09075",0,0,1
"M09077",0,2,0
"M09079",0,3,0
"M09080",0,1,0
"M09081",0,0,1
"M09083",0,2,0
"M09087",0,0,1
"M09090",0,5,0
"M09096",0,5,0
"M09110",0,2,0
"M09112",0,4,0
"M09115",0,1,0
"M09120",0,4,0
"M09121",0,1,0
"M09126",0,3,0
"M09148",0,4,0
"M09152",3,0,0
"M09161",0,5,0
"M09177",0,1,0
"M09183",0,2,0
"M09185",0,5,0
"M09186",0,0,1
"M09190",0,5,0
"M09197",0,1,0
"M09220",0,0,1
"M09222",0,5,0
"M09228",0,3,0
"M09230",0,1,0
"M09232",0,4,0
"M09249",0,5,0
"M09250",0,2,0
"M09251",0,5,0
"M09257",1,1,0
"M09269",0,0,1
"M09270",1,1,0
"M09274",0,2,0
"M09278",0,1,0
"M09280",0,2,0
"M09283",0,1,0
"M09288",0,5,0
"M09289",0,0,1
"M09290",0,1,0
"M09291",0,3,0
"M09292",0,1,0
"M09298",0,1,0
"M09313",0,5,0
"M09315",0,4,0
"M09322",0,5,0
"M09325",0,5,0
"M09328",0,0,1
"M09331",0,2,0
"M09334",0,5,0
"M09335",0,0,1
"M09340",0,0,1
"M09347",1,3,0
"M09348",0,0,1
"M09350",0,0,1
"M09351",0,5,0
"M09352",0,3,0
"M09353",0,5,0
"M09355",0,2,0
"M09359",0,1,0
"M09375",0,1,0
"M09390",1,3,1
"M09395",1,0,0
"M09399",0,3,0
"M09401",0,1,0
"M09408",1,4,0
"M09410",1,4,0
"M09412",0,1,0
"M09413",0,4,0
"M09414",0,0,1
"M09429",0,0,1
"M09436",1,2,0
"M09439",1,4,0
"M09467",0,0,1
"M09472",0,0,1
"M09478",0,5,0
"M09479",0,1,0
"M09480",0,0,1
"M09489",0,5,0
"M09501",0,0,1
"M09513",0,0,1
"M09520",2,0,0
"M09521",0,2,0
"M09523",0,3,0
"M09528",0,1,0
"M09545",0,3,0
"M09548",0,5,0
"M09550",0,0,3
"M09551",0,5,0
"M09552",0,4,0
"M09553",0,4,0
"M09555",0,5,0
"M09560",2,3,0
"M09589",0,5,0
"M09596",0,3,0
"M09597",0,3,0
"M09602",2,0,0
"M09607",0,1,0
"M09611",0,5,0
"M09612",0,3,0
"M09617",0,0,1
"M09618",0,0,1
"M09619",0,0,1
"M09620",0,5,0
"M09625",0,0,1
"M09628",0,5,0
"M09629",0,0,1
"M09630",0,5,0
"M09631",0,4,0
"M09632",0,4,0
"M09634",0,0,1
"M09635",0,2,0
"M09636",0,0,1
"M09643",0,5,0
"M09645",0,0,1
"M09654",0,5,0
"M09656",2,2,0
"M09657",0,0,1
"M09659",0,5,0
"M09660",0,5,0
"M09665",0,0,1
"M09681",0,3,0
"M09699",0,0,1
"M09703",0,2,0
"M09710",0,2,0
"M09716",0,3,0
"M09718",0,2,0
"M09725",1,2,0
"M09727",1,4,0
"M09729",0,4,0
"M09734",1,0,0
"M09735",1,3,0
"M09746",0,1,0
"M09749",0,5,0
"M09753",0,1,0
"M09756",1,0,0
"M09767",0,3,0
"M09777",0,4,0
"M09781",1,4,0
"M09785",1,0,0
"M09790",0,3,0
"M09797",0,5,0
"M09809",0,5,0
"M09815",0,5,0
"M09829",0,0,1
"M09834",0,2,0
"M09835",0,3,0
"M09839",2,2,0
"M09840",0,3,0
"M09848",0,3,0
"M09851",0,2,0
"M09854",0,4,0
"M09858",0,1,0
"M09863",0,2,0
"M09868",0,4,0
"M09895",0,5,0
"M09901",0,0,1
"M09912",0,1,0
"M09918",0,5,0
"M09920",0,0,1
"M09922",0,0,1
"M09924",0,5,0
"M09925",0,0,1
"M09934",0,4,0
"M09936",1,2,0
"M09940",1,1,0
"M09944",0,4,0
"M09948",0,2,0
"M09956",0,0,1
"M09958",1,2,0
"M09961",3,2,0
"M09971",0,2,0
"M09973",0,4,0
"M09975",0,0,1
"M09977",0,3,0
"M09979",0,0,1
"M09985",0,2,0
"M09994",0,1,0
"M09996",0,0,1
"M10003",0,0,1
"M10006",0,5,0
"M10013",0,5,0
"M10026",0,5,0
"M10042",1,2,0
"M10043",0,4,0
"M10055",0,1,1
"M10056",0,3,0
"M10066",0,4,0
"M10075",2,2,0
"M10077",0,4,0
"M10082",0,5,0
"M10086",1,2,1
"M10088",0,0,1
"M10108",0,1,0
"M10114",0,0,1
"M10125",0,2,0
"M10126",2,0,0
"M10130",0,1,0
"M10134",0,2,0
"M10149",1,0,0
"M10154",0,1,0
"M10159",0,0,1
"M10175",0,2,0
"M10176",0,3,0
"M10182",0,0,1
"M10204",0,3,0
"M10220",0,3,0
"M10222",0,3,0
"M10224",0,0,1
"M10226",1,1,0
"M10228",0,0,1
"M10229",1,1,0
"M10230",4,0,0
"M10233",0,0,1
"M10234",0,0,1
"M10243",0,0,1
"M10251",2,0,0
"M10255",0,0,1
"M10260",0,1,0
"M10261",0,3,0
"M10262",0,0,1
"M10264",0,5,0
"M10265",0,0,1
"M10266",0,2,0
"M10272",0,3,0
"M10274",0,5,0
"M10298",0,3,0
"M10299",1,4,0
"M10305",0,5,0
"M10311",0,0,1
"M10320",2,3,0
"M10325",0,1,0
"M10326",0,3,0
"M10327",1,0,0
"M10329",0,5,0
"M10333",0,3,0
"M10336",0,3,0
"M10350",0,0,1
"M10351",0,0,1
"M10352",0,5,0
"M10356",0,5,0
"M10365",0,2,0
"M10366",0,4,0
"M10379",0,1,0
"M10380",0,0,1
"M10384",0,3,0
"M10393",0,1,0
"M10403",0,2,0
"M10406",0,0,1
"M10407",0,0,1
"M10417",0,5,0
"M10419",0,5,0
"M10431",0,4,0
"M10439",0,4,0
"M10458",0,3,0
"M10459",0,5,0
"M10461",0,4,0
"M10462",0,0,1
"M10463",0,1,0
"M10465",0,4,0
"M10466",0,5,0
"M10468",0,4,0
"M10471",0,5,0
"M10474",0,5,0
"M10479",0,0,1
"M10485",0,3,0
"M10492",1,2,0
"M10493",0,5,0
"M10503",0,1,0
"M10504",0,1,0
"M10508",0,5,0
"M10511",0,5,0
"M10513",0,0,1
"M10515",0,0,1
"M10516",0,5,0
"M10518",0,2,0
"M10524",0,1,0
"M10525",0,1,0
"M10529",0,4,0
"M10532",0,4,0
"M10534",2,2,0
"M10541",0,3,0
"M10547",0,2,0
"M10548",0,2,0
"M10551",0,0,1
"M10552",0,0,1
"M10556",0,0,1
"M10561",1,1,0
"M10565",0,2,0
"M10566",0,2,0
"M10570",0,2,0
"M10572",0,5,0
"M10578",0,2,0
"M10583",0,4,0
"M10586",1,0,0
"M10590",0,4,0
"M10596",0,4,0
"M10597",0,0,1
"M10599",0,3,0
"M10601",1,0,0
"M10609",0,3,0
"M10616",1,2,0
"M10618",1,1,0
"M10619",0,0,1
"M10620",0,3,0
"M10623",0,4,0
"M10627",1,2,0
"M10629",0,5,0
"M10631",0,4,0
"M10635",0,0,1
"M10644",0,0,1
"M10659",0,5,0
"M10661",0,0,1
"M10664",0,5,0
"M10668",0,0,1
"M10674",0,5,0
"M10677",0,0,1
"M10680",0,1,0
"M10688",0,4,0
"M10700",0,1,0
"M10705",1,4,0
"M10708",0,0,1
"M10709",0,3,0
"M10710",0,0,1
"M10713",0,5,0
"M10715",0,4,0
"M10719",0,0,1
"M10726",0,2,0
"M10732",1,0,0
"M10750",0,1,0
"M10753",0,0,1
"M10754",0,2,0
"M10761",0,0,1
"M10764",0,0,1
"M10768",0,3,0
"M10769",0,1,0
"M10772",0,0,1
"M10779",0,0,1
"M10791",0,0,1
"M10793",0,4,0
"M10794",0,2,0
"M10799",0,0,1
"M10801",0,1,0
"M10803",1,1,0
"M10810",0,4,0
"M10815",0,5,0
"M10818",0,0,1
"M10819",0,4,0
"M10829",0,5,0
"M10830",0,2,0
"M10831",0,5,0
"M10832",0,4,0
"M10836",0,2,0
"M10837",0,3,0
"M10849",0,4,0
"M10855",0,5,0
"M10857",0,0,1
"M10872",0,5,0
"M10874",0,5,0
"M10875",0,0,1
"M10877",0,5,0
"M10883",2,1,0
"M10889",0,3,0
"M10894",1,0,0
"M10897",0,4,0
"M10900",0,0,1
"M10904",0,0,1
"M10907",0,4,0
"M10908",0,2,0
"M10909",0,0,1
"M10915",0,4,0
"M10926",0,4,0
"M10932",0,0,1
"M10934",0,0,1
"M10955",0,5,0
"M10960",0,0,1
"M10962",0,4,1
"M10971",0,2,0
"M10973",0,2,0
"M10974",0,0,1
"M10982",0,4,0
"M10990",0,4,0
"M10994",0,5,0
"M10995",0,3,0
"M11000",0,2,0
"M11018",0,4,0
"M11021",0,0,1
"M11030",0,5,0
"M11035",1,0,0
"M11045",0,0,1
"M11052",0,0,1
"M11055",0,3,0
"M11062",0,0,1
"M11066",0,2,0
"M11081",0,5,0
"M11082",0,0,1
"M11084",1,1,0
"M11088",0,5,0
"M11092",0,0,1
"M11095",0,0,1
"M11103",1,1,0
"M11117",0,5,0
"M11118",1,0,0
"M11119",0,1,1
"M11122",0,2,0
"M11124",0,5,0
"M11127",0,5,0
"M11133",1,2,0
"M11134",1,4,0
"M11136",0,5,0
"M11137",0,5,0
"M11138",0,5,0
"M11140",0,2,0
"M11147",0,2,0
"M11152",1,0,0
"M11159",1,1,0
"M11162",0,5,0
"M11171",0,0,1
"M11177",0,0,1
"M11187",0,5,0
"M11189",0,3,0
"M11194",0,2,0
"M11203",0,0,1
"M11213",0,1,0
"M11216",0,1,0
"M11222",0,5,0
"M11223",0,5,0
"M11232",1,4,0
"M11234",0,0,1
"M11235",0,4,0
"M11237",0,3,0
"M11241",0,1,0
"M11243",1,4,0
"M11248",0,3,0
"M11249",0,4,0
"M11259",0,1,0
"M11265",0,4,0
"M11268",0,0,1
"M11273",0,5,0
"M11275",0,5,0
"M11276",0,0,1
"M11278",0,3,0
"M11279",0,0,1
"M11281",0,2,0
"M11282",0,2,0
"M11290",0,0,1
"M11299",0,5,0
"M11302",1,4,0
"M11305",0,5,0
"M11309",0,0,1
"M11312",0,5,0
"M11318",0,2,0
"M11320",0,5,0
"M11330",0,3,0
"M11332",0,1,0
"M11339",0,5,0
"M11345",0,3,0
"M11347",0,0,1
"M11348",0,1,0
"M11354",0,4,0
"M11355",0,5,0
"M11356",0,5,0
"M11359",0,4,0
"M11363",0,1,0
"M11364",0,4,0
"M11366",0,1,0
"M11378",0,5,0
"M11391",0,2,0
"M11394",0,3,0
"M11398",0,5,0
"M11409",0,3,0
"M11411",0,1,0
"M11414",0,5,0
"M11415",0,4,0
"M11418",0,2,0
"M11434",0,2,0
"M11436",0,2,0
"M11442",0,4,0
"M11444",0,5,0
"M11449",0,4,0
"M11458",0,0,1
"M11460",0,3,0
"M11474",0,0,1
"M11481",0,2,0
"M11485",1,0,0
"M11489",0,0,1
"M11492",1,4,0
"M11494",0,5,0
"M11496",0,0,1
"M11518",0,2,0
"M11521",0,0,1
"M11529",0,3,0
"M11543",0,5,0
"M11547",0,4,0
"M11555",1,0,0
"M11560",1,0,0
"M11562",0,5,0
"M11565",0,2,0
"M11568",0,0,1
"M11570",0,0,1
"M11575",0,0,1
"M11580",1,2,0
"M11583",0,4,0
"M11589",0,3,0
"M11592",0,4,0
"M11598",0,4,0
"M11608",1,3,0
"M11612",0,5,0
"M11624",0,0,1
"M11632",0,2,0
"M11637",0,5,0
"M11648",0,5,0
"M11654",1,1,0
"M11655",0,5,0
"M11660",0,0,1
"M11662",0,0,1
"M11664",0,4,0
"M11673",0,1,0
"M11677",0,2,0
"M11681",0,3,0
"M11688",1,2,0
"M11702",0,5,0
"M11707",0,5,0
"M11710",0,3,0
"M11715",2,2,0
"M11716",1,3,0
"M11719",1,0,0
"M11720",1,4,0
"M11728",0,3,0
"M11742",2,3,0
"M11754",0,3,0
"M11763",0,0,1
"M11764",0,1,0
"M11767",0,3,0
"M11776",0,4,0
"M11802",1,2,0
"M11807",0,1,0
"M11813",0,4,0
"M11816",0,0,1
"M11821",1,0,0
"M11836",0,5,0
"M11839",0,3,0
"M11841",0,2,0
"M11842",0,5,0
"M11847",0,1,0
"M11848",0,2,0
"M11850",0,2,0
"M11863",0,1,0
"M11867",0,5,0
"M11871",0,5,0
"M11877",0,5,0
"M11879",0,4,0
"M11884",0,5,0
"M11887",0,3,0
"M11889",0,5,0
"M11896",0,5,0
"M11902",0,4,0
"M11908",0,5,0
"M11912",0,4,0
"M11919",0,0,1
"M11928",0,3,0
"M11939",0,2,0
"M11946",0,2,0
"M11951",2,2,0
"M11954",0,0,1
"M11957",0,3,0
"M11961",0,3,0
"M11973",0,3,0
"M11988",0,5,0
"M11990",0,0,1
"M11993",0,5,0
"M11995",0,5,0
"M11997",0,3,0
"M11998",0,0,1
"M12002",0,1,0
"M12004",0,5,0
"M12008",0,4,0
"M12013",0,5,0
"M12016",0,0,1
"M12022",0,2,0
"M12026",0,0,1
"M12031",0,0,1
"M12033",2,0,0
"M12047",0,0,1
"M12050",0,5,0
"M12052",0,5,0
"M12053",0,2,0
"M12060",0,2,0
"M12065",0,0,1
"M12080",2,0,0
"M12083",0,5,0
"M12093",0,3,0
"M12109",1,2,0
"M12122",0,2,0
"M12126",0,0,1
"M12127",0,0,1
"M12131",0,2,0
"M12132",1,1,0
"M12148",0,0,1
"M12151",0,5,0
"M12152",0,4,0
"M12157",0,3,0
"M12158",0,0,1
"M12159",0,4,0
"M12160",0,0,1
"M12161",0,5,0
"M12162",0,4,0
"M12168",0,5,0
"M12172",0,0,1
"M12177",0,5,0
"M12179",0,2,0
"M12192",2,3,0
"M12196",0,5,0
"M12198",0,0,1
"M12200",0,1,0
"M12215",0,0,1
"M12217",0,3,0
"M12218",0,2,0
"M12225",0,5,0
"M12231",0,4,0
"M12233",0,0,1
"M12238",0,0,1
"M12239",0,1,0
"M12241",0,0,1
"M12244",0,0,1
"M12247",0,0,1
"M12252",0,0,1
"M12259",0,3,0
"M12261",0,0,1
"M12262",0,4,0
"M12265",0,4,0
"M12267",0,3,0
"M12270",0,0,1
"M12276",0,4,0
"M12280",0,4,0
"M12282",0,5,0
"M12286",0,5,0
"M12287",0,3,0
"M12295",0,0,1
"M12297",0,5,0
"M12309",0,3,0
"M12310",0,4,0
"M12314",0,0,1
"M12342",0,0,1
"M12354",0,0,1
"M12356",0,0,1
"M12361",0,0,1
"M12364",0,5,0
"M12367",1,4,0
"M12368",0,5,0
"M12371",0,5,0
"M12378",0,0,1
"M12381",0,4,0
"M12385",0,0,1
"M12386",0,2,0
"M12387",0,2,0
"M12397",2,3,0
"M12405",0,4,0
"M12421",0,2,0
"M12426",0,5,0
"M12429",0,0,1
"M12432",0,2,0
"M12436",1,0,0
"M12440",0,4,0
"M12442",1,3,0
"M12444",0,5,0
"M12454",0,5,0
"M12464",1,0,0
"M12465",0,3,0
"M12467",0,0,1
"M12469",0,5,0
"M12470",0,5,0
"M12471",0,5,0
"M12478",0,4,0
"M12485",0,3,0
"M12487",0,0,1
"M12496",0,0,1
"M12505",0,0,1
"M12507",0,0,1
"M12509",0,5,0
"M12511",0,0,1
"M12523",0,5,0
"M12524",0,0,1
"M12525",0,5,0
"M12536",1,4,0
"M12537",0,0,1
"M12544",0,0,1
"M12545",0,5,0
"M12546",5,0,0
